,site_id,site_name,easting,northing,min_year,max_year,region,HA_NUM,G_ID,S_ID,rbd_id,wb_id,mncat_id,opcat_id,organisation,lon,lat,material,determinands,geometry,Cd_mean
156,TH-SSN0911,SSN0911 EGG BARN WOOD,425284,224579,2025,2025,TH,39,HA039G11,HA039G11S0009,6.0,GB106039037410,3021.0,3181.0,EA,-1.633767,51.919175,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0911', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.633767 51.919175),0.01
157,TH-SSN0959,SSN0959 U/S ADWELL ROAD,468410,200002,2025,2025,TH,39,HA039G07,HA039G07S0004,6.0,GB106039023780,3098.0,3459.0,EA,-1.011621,51.694613,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0959', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 8, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.011621 51.694613),0.01
158,TH-SSN1348,MILDIRDGE GREEN DRAIN BELLS LANE,501724,175648,2025,2025,TH,39,HA039G03,HA039G03S0001,6.0,GB106039023040,3017.0,3096.0,EA,-0.536825,51.470665,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN1348', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 17, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.016}]",POINT (-0.536825 51.470665),0.016
159,TH-SSN1390,ABOVE NEWTOWN CHURCH - NEWTOWN BROOK,447501,163537,2025,2025,TH,39,HA039G04,HA039G04S0001,6.0,GB106039017310,3044.0,3242.0,EA,-1.319015,51.368914,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN1390', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 16, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.012}]",POINT (-1.319015 51.368914),0.012
160,TH-SSN1604,SSN1604 BUTTERWICK BROOK @ GLINWELL,519310,207440,2025,2025,TH,39,HA039G13,HA039G13S0014,6.0,GB106039029820,3017.0,3096.0,EA,-0.272934,51.752961,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN1604', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.73}]",POINT (-0.272934 51.752961),0.73
161,TH-SSN1630,SSN1630 90M D/S RAILWAY - PETTY'S BROOK,465686,155619,2025,2025,TH,39,HA039G06,HA039G06S0001,6.0,GB106039017080,3048.0,3261.0,EA,-1.059275,51.29592,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN1630', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.027}]",POINT (-1.059275 51.29592),0.027
162,SO-E0001390,LAMPEN STREAM - ELBRIDGE HOUSE,620327,159545,2025,2025,SO,40,HA040G06,HA040G06S0008,7.0,GB107040019790,3087.0,3282.0,EA,1.158722,51.292394,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-E0001390', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 81, 'num_measurements': 4, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.1}]",POINT (1.158722 51.292394),0.09999999999999999
163,SO-RSN0345,SARRE PENN TRIB AT CHISLET PARK,620545,163382,2025,2025,SO,40,HA040G08,HA040G08S0021,7.0,GB107040019620,3087.0,3423.0,EA,1.164214,51.326759,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-RSN0345', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 19, 'num_measurements': 3, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.0496666666666666}]",POINT (1.164214 51.326759),0.041999999999999996
164,SO-RSN1397,RSN1397 SHUTTLESFIELD LANE,616966,142124,2025,2025,SO,40,HA040G06,HA040G06S0001,7.0,GB107040019590,3087.0,3257.0,EA,1.100063,51.137265,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-RSN1397', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 3, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.0103333333333333}]",POINT (1.100063 51.137265),0.0102
165,SO-SSN0055,SSN0055 ENTRYHILL WOOD,556885,132358,2025,2025,SO,40,HA040G09,HA040G09S0003,6.0,GB106040013370,3055.0,3494.0,EA,0.237831,51.069114,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0055', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.028}]",POINT (0.237831 51.069114),0.028
166,SO-SSN0183,BOCKINGFOLD FARM - CURTISDEN GREEN STREA,573154,139839,2025,2025,SO,40,HA040G02,HA040G02S0007,6.0,GB106040018260,3055.0,3453.0,EA,0.4734,51.131649,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0183', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 21, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.011}]",POINT (0.4734 51.131649),0.011
167,SO-SSN0267,SSN0267 NEW HOUSE- JUNCTION ROAD,576988,125390,2025,2025,SO,40,HA040G01,HA040G01S0008,7.0,GB107040013640,3072.0,3386.0,EA,0.521075,51.000676,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0267', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.026}]",POINT (0.521075 51.000676),0.026
168,SO-SSN0951,SSN0951 COPTHALL WOOD,566433,135269,2025,2025,SO,40,HA040G02,HA040G02S0002,6.0,GB106040018520,3055.0,3453.0,EA,0.375324,51.092581,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0951', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.034}]",POINT (0.375324 51.092581),0.034
169,SO-SSN1383,TRIB OF RIVER TILLINGHAM OFF RYE ROAD,590906,122206,2025,2025,SO,40,HA040G05,HA040G05S0010,7.0,GB107040013560,3072.0,3043.0,EA,0.717534,50.967631,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1383', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.01}]",POINT (0.717534 50.967631),0.01
170,SO-SSN1399,TILDEN LANE STREAM - BEULT TRIBUTARY CHA,574166,147847,2025,2025,SO,40,HA040G02,HA040G02S0014,6.0,GB106040018310,3055.0,3453.0,EA,0.491725,51.203283,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1399', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 16, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.017}]",POINT (0.491725 51.203283),0.017
171,SO-SSN1547,SSN1547 LANGFORDS FOOTBRIDGE,586247,117826,2025,2025,SO,40,HA040G05,HA040G05S0006,7.0,GB107040013550,3072.0,3043.0,EA,0.649018,50.92981,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1547', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.01}]",POINT (0.649018 50.92981),0.01
172,SO-SSN1587,SSN1587 GORE GREEN ROAD,571874,173594,2025,2025,SO,40,HA040G10,HA040G10S0001,6.0,,3055.0,3276.0,EA,0.471352,51.435274,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1587', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_40_106.geojson', 'mean_measurements': 0.01}]",POINT (0.471352 51.435274),0.01
173,SO-SSN0186,MINE PIT COPSE OFF VANN ROAD - LOD (TRIB,487159,128396,2025,2025,SO,41,HA041G05,HA041G05S0001,7.0,GB107041012830,3004.0,3533.0,EA,-0.757962,51.048305,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0186', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 19, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.014}]",POINT (-0.757962 51.048305),0.014
174,SO-SSN0250,SSN0250 NORTH HEATH COPSE HORSHAM,517825,133031,2025,2025,SO,41,HA041G02,HA041G02S0029,7.0,GB107041012910,3004.0,3486.0,EA,-0.319146,51.084502,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0250', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.319146 51.084502),0.01
175,SO-SSN0311,SSN0311 EAST HOATHLY TRIB AT WEALD WAY,552857,115916,2025,2025,SO,41,HA041G04,HA041G04S0076,7.0,GB107041012380,3022.0,3488.0,EA,0.173469,50.922454,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0311', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 8, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.011}]",POINT (0.173469 50.922454),0.011
176,SO-SSN0846,SSN0846 IRON GIL,524244,126251,2025,2025,SO,41,HA041G03,HA041G03S0022,7.0,GB107041012260,3000.0,3483.0,EA,-0.229871,51.022212,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0846', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.028}]",POINT (-0.229871 51.022212),0.028
177,SO-SSN0890,SSN0890 SELSEY RIFE AT SEAL BAY,484589,93884,2025,2025,SO,41,HA041G04,HA041G04S0002,7.0,GB107041006580,3004.0,3534.0,EA,-0.802598,50.738406,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0890', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.802598 50.738406),0.01
178,SO-SSN0954,SSN0954 OTTER WALK PETERSFIELD,473909,122360,2025,2025,SO,41,HA041G05,HA041G05S0003,7.0,GB107041012790,3004.0,3533.0,EA,-0.948178,50.995892,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0954', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.948178 50.995892),0.01
179,SO-SSN1335,COSTELLS WOOD,536372,124293,2025,2025,SO,41,HA041G01,HA041G01S0023,7.0,GB107041012720,3000.0,3498.0,EA,-0.057787,51.001869,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1335', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.063}]",POINT (-0.057787 51.001869),0.063
180,SO-SSN1591,SSN1591 STREAM AT TANYARDS COTTAGE,530717,126621,2025,2025,SO,41,HA041G01,HA041G01S0023,7.0,GB107041012730,3000.0,3498.0,EA,-0.137496,51.024103,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1591', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.137496 51.024103),0.01
181,SO-SSN1611,SSN1611 STREAM IN TEN ACRE WOOD,558581,115783,2025,2025,SO,41,HA041G04,HA041G04S0080,7.0,GB107041012390,3022.0,3488.0,EA,0.254786,50.919716,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1611', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_41_106.geojson', 'mean_measurements': 0.013}]",POINT (0.254786 50.919716),0.013
182,SO-RSN1377,RSN1377 WEST COMMON STREAM AT IMBER WAY,446250,111750,2025,2025,SO,42,HA042G02,HA042G02S0001,7.0,,3097.0,3237.0,EA,-1.343625,50.903369,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-RSN1377', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 5, 'file': 'riv_sites_det_42_106.geojson', 'mean_measurements': 0.0294}]",POINT (-1.343625 50.903369),0.02683333333333333
183,SO-SSN0814,SSN0814 KINGS GARN GUTTER,425229,114184,2025,2025,SO,42,HA042G01,HA042G01S0003,7.0,GB107042016380,3097.0,3284.0,EA,-1.642396,50.926555,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN0814', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_42_106.geojson', 'mean_measurements': 0.012}]",POINT (-1.642396 50.926555),0.012
184,SO-SSN1326,DUN TRIB BENTLEY WOOD,424424,128940,2025,2025,SO,42,HA042G01,HA042G01S0010,7.0,GB107042022640,3097.0,3284.0,EA,-1.65286,51.059279,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SO-SSN1326', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 26, 'num_measurements': 1, 'file': 'riv_sites_det_42_106.geojson', 'mean_measurements': 0.018}]",POINT (-1.65286 51.059279),0.018
185,SW-RSN0429,MUDE AT HARROW FARM,419596,97322,2025,2025,SW,43,HA043G05,HA043G05S0001,8.0,GB108043011020,3006.0,3216.0,EA,-1.723442,50.775141,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-RSN0429', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 4, 'file': 'riv_sites_det_43_106.geojson', 'mean_measurements': 0.01625}]",POINT (-1.723442 50.775141),0.01625
186,SW-SSN0016,HARBIN BROOK @ HARBIN FARM,368777,109158,2025,2025,SW,43,HA043G06,HA043G06S0002,8.0,GB108043015910,3030.0,3140.0,EA,-2.445189,50.881056,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0016', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 25, 'num_measurements': 1, 'file': 'riv_sites_det_43_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.445189 50.881056),0.01
187,SW-SSN0080,SSN0080 GARVEY HILL,370230,113966,2025,2025,SW,43,HA043G06,HA043G06S0006,8.0,GB108043015960,3030.0,3140.0,EA,-2.424929,50.924368,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0080', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 10, 'num_measurements': 1, 'file': 'riv_sites_det_43_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.424929 50.924368),0.01
188,SW-SSN0272,SSN0272 SANDERS COPSE,392613,123926,2025,2025,SW,43,HA043G01,HA043G01S0001,8.0,GB108043016160,3006.0,3216.0,EA,-2.106673,51.014657,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0272', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 8, 'num_measurements': 1, 'file': 'riv_sites_det_43_106.geojson', 'mean_measurements': 0.074}]",POINT (-2.106673 51.014657),0.074
189,SW-SSN1552,SSN1552 HORSINGTON 50M D/S POND,370339,123887,2025,2025,SW,43,HA043G06,HA043G06S0018,8.0,GB108043015820,3030.0,3140.0,EA,-2.42419,51.013585,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN1552', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_43_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.42419 51.013585),0.01
190,SW-RSN1389,RSN1389 MILL HOUSE,377872,99327,2025,2025,SW,44,HA044G02,HA044G02S0021,8.0,GB108044010130,3030.0,3367.0,EA,-2.31531,50.793074,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-RSN1389', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 4, 'file': 'riv_sites_det_44_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.31531 50.793074),0.01
191,SW-SSN0316,SSN0316 DOWNSTREAM OF MUTTON STREET,340337,98443,2025,2025,SW,44,HA044G03,HA044G03S0035,8.0,GB108044009790,3030.0,3528.0,EA,-2.847668,50.782467,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0316', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_44_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.847668 50.782467),0.01
192,SW-SSN1532,SSN1532 MOREDON PARK COTTAGE,391129,93463,2025,2025,SW,44,HA044G02,HA044G02S0015,8.0,GB108044010100,3030.0,3367.0,EA,-2.127079,50.740697,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN1532', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_44_106.geojson', 'mean_measurements': 0.016}]",POINT (-2.127079 50.740697),0.016
193,SW-RSN1307,RSN1307 EXWICK MILL LEAT EXWICK MILLS,290750,94071,2025,2025,SW,45,HA045G01,HA045G01S0019,8.0,GB108045009040,3033.0,3183.0,EA,-3.549543,50.735934,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-RSN1307', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.013}]",POINT (-3.549543 50.735934),0.011333333333333334
194,SW-RSN1331,RSN1331 BIG WOOD UPSTREAM TRACK BRIDGE,308062,97370,2025,2025,SW,45,HA045G03,HA045G03S0016,8.0,GB108045009200,3033.0,3405.0,EA,-3.305115,50.768596,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-RSN1331', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 2, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.018}]",POINT (-3.305115 50.768596),0.024333333333333332
195,SW-SSN0048,LOWER FURSDON - FURSDON STREAM,271308,94597,2025,2025,SW,45,HA045G01,HA045G01S0031,8.0,GB108045009270,3033.0,3114.0,EA,-3.825102,50.736677,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0048', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 19, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.04}]",POINT (-3.825102 50.736677),0.04
196,SW-SSN0064,SSN0064  PLYFORD STREAM AT PLYFORD WOOD,313992,94782,2025,2025,SW,45,HA045G03,HA045G03S0009,8.0,GB108045009160,3033.0,3405.0,EA,-3.220438,50.746238,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0064', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.027}]",POINT (-3.220438 50.746238),0.027
197,SW-SSN0224,SSN0224 TRIB OF EXE DURYARD,291373,94685,2025,2025,SW,45,HA045G01,HA045G01S0019,8.0,GB108045009040,3033.0,3183.0,EA,-3.540899,50.74157,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0224', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.025}]",POINT (-3.540899 50.74157),0.025
198,SW-SSN0304,"SSN0304 RILL STREAM, WAY FARM",298970,123960,2025,2025,SW,45,HA045G01,HA045G01S0072,8.0,GB108045014860,3033.0,3183.0,EA,-3.441365,51.006119,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0304', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.01}]",POINT (-3.441365 51.006119),0.01
199,SW-SSN0944,SSN0944 KNIGHTSHAYNE STREAM MARSH FARM,325508,110127,2025,2025,SW,45,HA045G02,HA045G02S0013,8.0,GB108045015130,3033.0,3253.0,EA,-3.060361,50.885801,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0944', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 3, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.025}]",POINT (-3.060361 50.885801),0.025
200,SW-SSN1376,COFTON CROSS,296323,80271,2025,2025,SW,45,HA045G01,HA045G01S0002,8.0,,3033.0,3114.0,EA,-3.466724,50.612896,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN1376', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 17, 'num_measurements': 1, 'file': 'riv_sites_det_45_106.geojson', 'mean_measurements': 0.015}]",POINT (-3.466724 50.612896),0.015
201,SW-70630221,RIVER TEIGN U/S BEADON BROOK,284218,81778,2025,2025,SW,46,HA046G02,HA046G02S0013,8.0,GB108046008540,3081.0,3451.0,EA,-3.638215,50.624165,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-70630221', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 5, 'file': 'riv_sites_det_46_106.geojson', 'mean_measurements': 0.136}]",POINT (-3.638215 50.624165),
202,SW-SSN0032,HIGHER BLAGDON FARM - MILL POOL STREAM,285652,61188,2025,2025,SW,46,HA046G05,HA046G05S0030,8.0,,3081.0,3123.0,EA,-3.611633,50.439352,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0032', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_46_106.geojson', 'mean_measurements': 0.01}]",POINT (-3.611633 50.439352),
203,SW-SSN0264,SSN0264 GAWLER BOTTOM,264050,78448,2025,2025,SW,46,HA046G01,HA046G01S0042,8.0,GB108046008420,3081.0,3123.0,EA,-3.921963,50.589879,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN0264', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_46_106.geojson', 'mean_measurements': 0.016}]",POINT (-3.921963 50.589879),
204,SW-SSN1568,SSN1568 LEY WOOD,271789,54651,2025,2025,SW,46,HA046G03,HA046G03S0006,8.0,GB108046004940,3081.0,3022.0,EA,-3.804526,50.377725,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN1568', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_46_106.geojson', 'mean_measurements': 0.01}]",POINT (-3.804526 50.377725),
205,SW-SSN1632,SSN1632 DICKFORD WATER AT FURSDON BARN,275241,83915,2025,2025,SW,46,HA046G02,HA046G02S0016,8.0,GB108046008320,3081.0,3451.0,EA,-3.765785,50.641521,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-SSN1632', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_46_106.geojson', 'mean_measurements': 0.014}]",POINT (-3.765785 50.641521),
206,SW-81251211,PORTONTOWN STREAM AT GRENOVEN WOOD,241400,74400,2025,2025,SW,47,HA047G01,HA047G01S0001,8.0,GB108047007860,3089.0,3435.0,EA,-4.239982,50.547786,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-81251211', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 4, 'file': 'riv_sites_det_47_106.geojson', 'mean_measurements': 0.1}]",POINT (-4.239982 50.547786),
207,SW-81251243,PORTONTOWN STM U/S COLLACOOMBE ADIT,243006,77054,2025,2025,SW,47,HA047G01,HA047G01S0001,8.0,GB108047007860,3089.0,3435.0,EA,-4.218451,50.572069,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'SW-81251243', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 3, 'num_measurements': 3, 'file': 'riv_sites_det_47_106.geojson', 'mean_measurements': 0.1}]",POINT (-4.218451 50.572069),
